data,mes,ano,temp_min,temp_media,temp_max,amplitude_termica,orvalho,umidade_relativa_min,umidade_relativa_media,velocidade_vento_media,velocidade_vento_max,pressao_atm_media,precipitacao_total,obitos_feminino,obitos_masculino,obitos_infantil,obitos_total
06aug2014,8,2014,12.4,17.5,23.200001,10.800001,8.1000004,31,55.799999,3.0999999,15.6,925.29999,0,23,13,,36
02aug2014,8,2014,12.6,19.700001,27,14.4,9.6999998,24,57.599998,1,5.5999999,921.70001,0,22,29,,51
22aug2014,8,2014,12.8,21.299999,28.799999,15.999999,7.5999999,17,45.799999,1.4,5.4000001,922.09998,0,14,32,,46
03aug2014,8,2014,13.1,21.1,28.5,15.4,8,21,47.599998,.60000002,5.0999999,920.09998,0,23,27,,50
01aug2014,8,2014,13.1,19,25.9,12.799999,10.6,31,60.700001,2,7.0999999,922.59998,0,26,29,,55
13aug2014,8,2014,13.3,21.799999,29.799999,16.5,9.1000004,24,48.599998,1.1,5.4000001,920.79999,0,18,22,,40
04aug2014,8,2014,13.3,21.799999,29.799999,16.5,8.3000002,21,46.5,1.2,8.1000004,920.79999,0,26,28,,54
15aug2014,8,2014,13.4,18,24.4,11,10.8,43,64.5,3,10.7,927.20001,0,28,29,,57
05aug2014,8,2014,13.6,20.9,28,14.4,10.1,30,52.799999,2.4000001,12.4,922.09998,0,33,22,,55
12aug2014,8,2014,13.7,20.6,28.4,14.7,8.6000004,23,49.700001,1.5,5.6999998,921.79999,0,25,21,,46
25aug2014,8,2014,13.8,21.700001,29,15.2,5.5,17,36.900002,1.7,6.3000002,920.09998,0,24,21,,45
16aug2014,8,2014,13.9,18.799999,24.4,10.5,11.9,45,65.300003,3,10.4,927.20001,0,27,23,,50
21aug2014,8,2014,14.1,19.9,25.700001,11.6,10.6,32,57,2.3,9.6999998,923.79999,0,24,26,,50
10aug2014,8,2014,14.2,18.4,23.799999,9.5999994,8,31,52.200001,2.7,9,923.29999,0,22,25,,47
11aug2014,8,2014,14.3,19.4,26.200001,11.900001,7.5999999,25,49,1.9,7.6999998,922.70001,0,19,18,,37
26aug2014,8,2014,16,23.1,31.299999,15.299999,7.1999998,18,38.900002,1.3,8.1999998,918.79999,0,23,33,,56
18aug2014,8,2014,16,19.9,27.200001,11.200001,13.4,34,67.599998,2.0999999,7.9000001,923.09998,0,25,18,,43
24aug2014,8,2014,16.299999,21.5,28.799999,12.5,3.7,12,34.099998,2.5,9.8999996,920.40002,0,23,20,,43
17aug2014,8,2014,16.5,18.5,22.1,5.6000004,13.1,58,71.599998,2.4000001,8.6999998,925.70001,0,26,19,,45
20aug2014,8,2014,16.700001,20.9,26.5,9.7999992,11.1,30,56.099998,2.5999999,9.1000004,923.40002,0,27,23,,50
14aug2014,8,2014,16.799999,19,24,7.2000008,12.2,38,65.400002,3.5999999,11.6,923.90002,0,26,19,,45
19aug2014,8,2014,16.799999,20.700001,26.4,9.6000004,12.8,39,62.099998,2.3,8.5,922,0,24,19,,43
23aug2014,8,2014,17,22.299999,29.1,12.1,7,17,40.900002,2.4000001,8.6999998,920.79999,0,23,24,,47
31aug2014,8,2014,17.1,22.6,30.799999,13.699999,13.4,31,59.299999,2.4000001,10.2,920.29999,0,23,27,,50
27aug2014,8,2014,17.299999,24.4,32.5,15.200001,10.6,19,46.299999,1.6,8.8000002,918.09998,0,23,21,,44
30aug2014,8,2014,17.4,21.700001,29.4,12,14.8,31,67,2.9000001,8.8000002,921.29999,0,20,24,,44
29aug2014,8,2014,17.9,21.799999,28.9,11,14.6,37,65.400002,3,9.8999996,920.5,1.6,26,27,,53
28aug2014,8,2014,19.700001,24.6,31.200001,11.5,11.4,24,45.599998,2.0999999,8.6000004,918.29999,0,18,20,,38
06sep2014,9,2014,12.3,17,22.700001,10.400001,7,31,53.299999,4.0999999,11.9,924.40002,0,20,18,,38
07sep2014,9,2014,12.9,18.200001,25.799999,12.9,8.3999996,30,55.700001,2.9000001,8.6999998,924.20001,0,20,17,,37
08sep2014,9,2014,14,18.799999,25.4,11.4,8.3999996,31,52.400002,3.3,10,924.40002,0,19,18,,37
05sep2014,9,2014,14.1,18.299999,23,8.8999996,8.6999998,40,54.5,4,14.7,923.59998,0,15,19,,34
09sep2014,9,2014,15.3,19.799999,25.799999,10.499999,8.8999996,28,51.599998,3.8,12.2,923.20001,0,14,20,,34
02sep2014,9,2014,15.4,24.1,33.200001,17.800001,10.1,17,47.099998,1.1,7,917.40002,0,24,28,,52
10sep2014,9,2014,15.4,20.799999,27.9,12.5,10,28,52.599998,3.0999999,9,921.70001,0,20,24,,44
24sep2014,9,2014,15.4,21.6,28.799999,13.4,8.1999998,22,44.799999,3,9.3999996,921.5,0,19,22,,41
14sep2014,9,2014,15.8,21.5,28,12.2,9,25,46.5,3,10.9,922,0,26,28,,54
13sep2014,9,2014,16.1,21.5,27.700001,11.6,8.6999998,23,45.900002,3.5,11.7,921.90002,0,29,9,,38
15sep2014,9,2014,16.1,21.9,29.6,13.5,9.1000004,22,46.799999,2.7,9.6999998,920.5,0,18,22,,40
23sep2014,9,2014,16.200001,21.200001,27.299999,11.099998,8.8000002,29,47.200001,3.7,10.4,921.59998,0,21,23,,44
04sep2014,9,2014,16.6,22.200001,28.6,12,12.6,33,57.099998,2.5,12.7,920,0,17,15,,32
12sep2014,9,2014,16.6,22,28.200001,11.6,8.8000002,21,45.099998,3.2,10.1,920.29999,0,18,30,,48
11sep2014,9,2014,16.700001,22.200001,30.299999,13.599998,9.6000004,18,47.799999,2.8,9.1000004,920.59998,0,17,19,,36
03sep2014,9,2014,17.1,23,28.6,11.5,13.3,31,56.099998,1.7,15.1,917.70001,2.2,25,19,,44
01sep2014,9,2014,17.9,22.6,29.299999,11.4,12.9,37,55.599998,1.2,9.8000002,917.90002,0,22,26,,48
16sep2014,9,2014,17.9,24.700001,33,15.1,8.1999998,20,37.400002,1.8,7.0999999,917.79999,0,27,24,,51
25sep2014,9,2014,18,23.299999,30.799999,12.799999,8.8999996,23,41.299999,2.5,8.3999996,919.90002,0,17,31,,48
22sep2014,9,2014,18,23.299999,29.9,11.9,10.9,28,48,2.7,10.4,919.20001,0,18,24,,42
19sep2014,9,2014,18.5,23.799999,30.6,12.1,11.3,27,46.799999,2.8,11.1,918.5,0,28,26,,54
20sep2014,9,2014,18.6,24.799999,32.799999,14.199999,10,19,42.400002,1.7,8,918.09998,0,21,24,,45
18sep2014,9,2014,18.700001,23.4,30.700001,12,13.4,31,55.599998,3.9000001,10.9,920,0,25,24,,49
26sep2014,9,2014,19.299999,23.700001,30.799999,11.5,11.2,28,46.5,2.9000001,8.5,918.70001,0,25,18,,43
21sep2014,9,2014,20.299999,24.799999,30.4,10.1,12.4,29,47.299999,1.8,7.9000001,917.20001,0,20,26,,46
27sep2014,9,2014,20.5,25.799999,32.799999,12.299999,10.3,24,38.799999,2.5,8.1999998,919.29999,0,18,23,,41
17sep2014,9,2014,20.5,25.200001,32.900002,12.400002,12.1,24,45.700001,3.4000001,12.3,919.20001,0,24,26,,50
29sep2014,9,2014,20.700001,25.9,33.400002,12.700001,13.7,28,48.5,2.5999999,8.6000004,919.20001,0,13,24,,37
28sep2014,9,2014,21.200001,25.5,31.6,10.4,12.7,34,45.299999,3.3,10,919.79999,0,19,19,,38
30sep2014,9,2014,22.299999,27.200001,34.799999,12.5,14.8,26,48.700001,2.0999999,10.8,918.29999,0,20,27,,47
05oct2014,10,2014,11.5,17.1,23.799999,12.299999,4.8000002,29,46.5,3.0999999,9.6000004,924.29999,0,18,18,,36
04oct2014,10,2014,12.3,17,22.799999,10.499999,5.5,32,48.200001,4.3000002,13.3,924.5,0,14,22,,36
06oct2014,10,2014,12.5,18,25,12.5,5.4000001,27,45.299999,3.5,10.4,924.09998,0,14,23,,37
07oct2014,10,2014,13.5,18.799999,24.9,11.4,6.8000002,29,47.5,2.8,9.8000002,922.70001,0,25,12,,37
08oct2014,10,2014,15.1,20.5,26.9,11.799999,7.6999998,26,45.400002,3,10.9,920.40002,0,21,24,,45
03oct2014,10,2014,15.1,20.1,27.200001,12.1,8.1000004,27,48,4.3000002,15.8,923.79999,0,24,18,,42
09oct2014,10,2014,15.5,20.9,27.6,12.1,9.3000002,24,49.700001,3.8,10.9,919.59998,0,18,21,,39
29oct2014,10,2014,15.7,21.700001,29.299999,13.599999,13.4,31,61.799999,2.4000001,8.8999996,916.5,.40000001,15,20,,35
28oct2014,10,2014,16.5,19.6,25.9,9.3999996,14.4,48,72.900002,3.2,12.3,918.29999,12.8,17,20,,37
10oct2014,10,2014,16.700001,22.9,31.299999,14.599998,8.1000004,13,42.299999,3.5,9.8999996,920.09998,0,16,15,,31
26oct2014,10,2014,16.9,18.1,22.1,5.2000008,16.4,66,89.699997,.89999998,8.1999998,918.40002,17.200001,18,19,,37
27oct2014,10,2014,17.4,21,28.700001,11.300001,15.8,42,74.300003,1.2,7.4000001,918.09998,37.400002,17,19,,36
24oct2014,10,2014,17.5,23.5,31.799999,14.299999,12.6,26,53.400002,2.8,10,918.5,0,19,16,,35
23oct2014,10,2014,17.799999,21.4,27.9,10.1,14.1,41,64.400002,3.0999999,10.3,921.40002,0,19,14,,33
21oct2014,10,2014,18.5,21.700001,27.700001,9.2000008,16.200001,40,72.300003,3.2,11.9,919.09998,55.599998,20,26,,46
22oct2014,10,2014,18.799999,21.200001,26,7.2000008,14.6,49,66.5,3.4000001,10.6,920.79999,0,14,19,,33
30oct2014,10,2014,18.9,21,24.4,5.5,16.700001,60,77,1.6,9.6000004,917,.40000001,24,27,,51
11oct2014,10,2014,19.200001,25.299999,33.099998,13.899998,6.9000001,14,34.599998,2.9000001,8.8000002,920.29999,0,24,26,,50
31oct2014,10,2014,19.6,23.299999,29.200001,9.6000004,16.700001,41,67.900002,2.3,9,918.59998,3.4000001,15,25,,40
14oct2014,10,2014,19.799999,28.1,36,16.200001,9.3999996,12,35.599998,1.5,7.1999998,919.20001,0,21,21,,42
20oct2014,10,2014,19.9,25.9,31.799999,11.9,14.5,29,51.599998,2.5,11.5,916.40002,1.4,30,19,1,50
25oct2014,10,2014,20.1,23.700001,29.700001,9.6000004,13.3,32,54.200001,2.4000001,12.5,916.90002,0,17,18,,35
17oct2014,10,2014,20.1,26.1,33.799999,13.699999,13.4,25,48.400002,2.5999999,9.1000004,918.90002,0,30,19,,49
13oct2014,10,2014,20.9,26.799999,34.599998,13.699999,7.9000001,13,33.400002,2.5999999,7.9000001,920.09998,0,27,20,,47
12oct2014,10,2014,21.200001,27.4,34.900002,13.700001,7.8000002,13,32.799999,2.9000001,10.4,920.29999,0,21,13,,34
01oct2014,10,2014,21.200001,26.299999,34.700001,13.5,15.7,26,54.700001,2,9.8000002,918.20001,0,26,26,,52
02oct2014,10,2014,21.6,25.6,31.6,10,12.8,28,47,3.5999999,11.7,920,0,26,25,,51
16oct2014,10,2014,21.700001,25.299999,29.6,7.8999996,14.9,30,53.700001,3.9000001,11.1,920.5,0,23,20,,43
15oct2014,10,2014,21.9,29.1,36.200001,14.300001,9.5,15,31.299999,1.6,6.5999999,919,0,19,36,,55
19oct2014,10,2014,22.9,29.1,36.599998,13.699999,12.1,20,37,1.8,11.8,916.29999,0,18,31,,49
18oct2014,10,2014,22.9,28.4,36.200001,13.300001,10.5,20,33.900002,2.3,9.5,917.09998,0,18,18,,36
18nov2014,11,2014,16.200001,21.6,28,11.799999,11.6,31,53.900002,2.5999999,8.6999998,917.70001,0,20,21,,41
16nov2014,11,2014,16.5,21.200001,27.700001,11.200001,13.3,41,62,2.7,8.1000004,917.70001,.2,14,24,,38
19nov2014,11,2014,16.799999,22,28.200001,11.400002,10.4,31,49.200001,3,8.8000002,918.29999,0,21,23,,44
17nov2014,11,2014,17.299999,22.200001,28.1,10.800001,12.7,35,56.200001,2.3,8.1000004,917.70001,0,24,20,,44
20nov2014,11,2014,17.700001,22.5,29,11.299999,11.5,30,51,2.5,8,918.5,0,11,15,,26
07nov2014,11,2014,17.700001,24.299999,30.4,12.699999,15.6,37,60.5,2.5,9.5,918,7.5999999,14,21,,35
15nov2014,11,2014,17.799999,19.5,22.299999,4.5,16.299999,68,82.300003,1.9,9.6999998,916.40002,43.599998,16,29,,45
21nov2014,11,2014,18.4,24.299999,31.5,13.1,12.8,24,51.299999,2.4000001,8.5,918.20001,0,13,16,,29
04nov2014,11,2014,18.6,23.799999,30.1,11.5,12.8,33,51.299999,2.5999999,9.8999996,916.79999,0,17,29,,46
29nov2014,11,2014,18.700001,21.299999,27.200001,8.5,18.4,56,84.300003,1.5,7.6999998,919.09998,33.799999,22,23,,45
13nov2014,11,2014,18.700001,20.799999,25.6,6.8999996,18.299999,65,86.199997,.89999998,13.1,913.40002,11,20,22,,42
10nov2014,11,2014,18.9,23.6,30.700001,11.800001,16.4,33,66.099998,2,9,915.20001,1.2,25,26,,51
14nov2014,11,2014,19,22.9,30,11,18.1,44,76.400002,1.5,7,913.40002,22.799999,19,21,,40
11nov2014,11,2014,19,23.200001,30.299999,11.299999,16.4,37,67.5,2.3,10.4,915.20001,5,14,22,,36
26nov2014,11,2014,19.200001,21.700001,25.799999,6.5999985,18.9,66,84.300003,1.7,15,915.70001,25,16,11,,27
03nov2014,11,2014,19.200001,23.9,29.700001,10.5,13.8,33,54.700001,3.0999999,9.3999996,916.90002,0,11,27,,38
24nov2014,11,2014,19.4,21,25.700001,6.3000011,18.799999,64,87.5,1.3,6.1999998,918.29999,46.200001,18,14,,32
01nov2014,11,2014,19.4,24.4,31,11.6,15.7,37,59.900002,2.5999999,9.8000002,919.79999,0,21,30,,51
27nov2014,11,2014,19.5,22.6,28.1,8.6000004,19,56,81,1.2,12.1,916.20001,4.8000002,14,27,,41
30nov2014,11,2014,19.5,20,20.9,1.3999996,17.700001,80,86.800003,2.0999999,7.9000001,919.5,13.8,22,20,,42
23nov2014,11,2014,19.5,21.9,26.9,7.3999996,18.5,53,82.099998,1.8,10.1,917.29999,9.8000002,13,27,,40
02nov2014,11,2014,19.700001,24.200001,30,10.299999,14.2,38,54.5,2.8,9.8999996,918.90002,0,24,12,,36
28nov2014,11,2014,19.799999,21.4,26.799999,7,19.200001,63,87.699997,1.2,10.3,917.59998,10,23,24,,47
12nov2014,11,2014,20.200001,22.4,29.200001,9,17.200001,46,73.900002,2.5,13.4,914.20001,0,19,25,,44
05nov2014,11,2014,20.299999,25.4,31.9,11.6,13.5,31,48.900002,2.0999999,7.6999998,917.79999,0,26,16,,42
25nov2014,11,2014,20.299999,22.9,27.4,7.1000004,17.799999,53,73.699997,2.0999999,7.4000001,916.79999,3,30,24,,54
22nov2014,11,2014,20.700001,25.4,31.5,10.799999,15.6,29,56.599998,2.4000001,9.6000004,917,0,13,30,,43
08nov2014,11,2014,21.4,25.1,30.799999,9.3999996,15.8,34,57.5,1.7,7.6999998,915.59998,0,21,21,,42
09nov2014,11,2014,22.299999,25.6,31.4,9.1000004,17.200001,39,60.900002,2.4000001,9.6999998,914.59998,0,25,24,,49
06nov2014,11,2014,22.4,24.4,30.799999,8.3999996,15.8,39,59.700001,2.4000001,9.3999996,920,0,27,23,,50
02dec2014,12,2014,16.9,21.4,27,10.1,14.4,43,65.5,3.2,9.5,919.59998,.40000001,13,18,,31
06dec2014,12,2014,18,19.6,23.200001,5.2000008,16.5,68,82.599998,2.3,8.3000002,919.5,21.799999,20,22,,42
01dec2014,12,2014,18.4,20.1,24.4,6,16.1,62,78.5,2.9000001,13.8,919.59998,17.6,22,27,,49
03dec2014,12,2014,18.5,23.799999,29.5,11,15.1,34,60.200001,2.3,7.6999998,918,0,23,26,,49
14dec2014,12,2014,18.6,20.1,23.799999,5.1999989,18.799999,77,92,1.6,8.3000002,914.70001,98,22,22,,44
07dec2014,12,2014,18.6,21.6,26.299999,7.6999989,15,47,67.099998,2.9000001,8.6000004,919.79999,2.2,12,21,,33
10dec2014,12,2014,18.700001,24.1,29.6,10.9,15.4,38,59.900002,2.4000001,9,917.5,0,17,17,,34
08dec2014,12,2014,18.799999,22.4,26.299999,7.5,15.9,50,67.400002,2,7.5,919.5,0,15,25,,40
17dec2014,12,2014,19.1,23.5,29.200001,10.1,15.8,36,63.799999,2.3,8.1999998,916.79999,.60000002,20,17,,37
05dec2014,12,2014,19.200001,20.9,24.5,5.2999992,17.6,60,82.300003,1.5,8,917.70001,.80000001,16,24,,40
04dec2014,12,2014,19.299999,24.1,31.5,12.200001,15.7,34,60.799999,1.8,11,916.20001,0,24,22,,46
29dec2014,12,2014,19.299999,26.700001,33.200001,13.900002,13.1,24,45.900002,1.5,7.8000002,916.79999,0,22,19,,41
13dec2014,12,2014,19.4,22.200001,25.9,6.5,17.799999,51,77.300003,1.4,7.6999998,915.70001,8.6000004,27,23,,50
28dec2014,12,2014,19.6,25.700001,32.200001,12.6,11.9,20,46,1.8,7.8000002,917.90002,0,13,19,,32
11dec2014,12,2014,19.6,24.200001,29.700001,10.1,14.9,39,57.299999,2.4000001,8.1999998,917.90002,0,10,14,,24
16dec2014,12,2014,19.6,22.9,28,8.3999996,17,52,70,2.5,8.6000004,918.09998,0,18,24,,42
15dec2014,12,2014,19.799999,22.9,28,8.2000008,17.4,48,72.5,2,7.3000002,916.40002,24.4,38,24,,62
22dec2014,12,2014,19.799999,23.299999,28.799999,9,19.200001,52,79.099998,1.3,7.3000002,917.70001,25.6,17,27,,44
09dec2014,12,2014,19.799999,23.200001,28.700001,8.9000015,16.4,43,66.699997,2,7,918.09998,0,19,18,,37
18dec2014,12,2014,19.9,24.6,29.6,9.7000008,16,37,60.200001,2.7,9.1999998,915.29999,0,15,20,,35
30dec2014,12,2014,20,26.700001,33.400002,13.400002,13.8,28,46.400002,1.5,11.5,916.29999,0,18,12,,30
19dec2014,12,2014,20.200001,25,31.4,11.199999,16.200001,37,59.599998,1.9,6.3000002,914.79999,0,22,18,,40
23dec2014,12,2014,20.299999,23.6,26.4,6.1000004,18.700001,62,74.400002,1.2,5.9000001,917.59998,0,22,12,,34
21dec2014,12,2014,20.5,23.200001,29.5,9,18.799999,53,77,1.7,9.3000002,917.29999,0,17,20,,37
26dec2014,12,2014,20.6,25.299999,30.1,9.5,15.3,38,55,2.9000001,10.4,921.70001,0,21,33,,54
25dec2014,12,2014,20.6,25.4,30.5,9.8999996,15.3,28,54.799999,3,8.8999996,920.40002,0,17,23,,40
12dec2014,12,2014,20.6,25,30.299999,9.6999989,15.2,38,55.299999,2.3,7.6999998,917.29999,0,14,18,,32
27dec2014,12,2014,20.9,25.299999,30,9.1000004,15.3,36,55.099998,2.4000001,8.3000002,920.20001,0,15,16,,31
24dec2014,12,2014,21.299999,25.6,31.1,9.8000011,17.5,38,63.299999,2.2,8.3000002,918.09998,0,26,29,,55
20dec2014,12,2014,21.5,24.6,29.4,7.8999996,18.1,49,67.800003,1.9,11.1,916,0,23,22,,45
31dec2014,12,2014,23.1,27,31.9,8.7999992,16.4,39,52.599998,2,8.6999998,917,.2,19,30,,49
28jan2015,1,2015,16.9,22.1,30,13.1,18.200001,48,79.800003,1.7,8.1000004,919,19.200001,21,21,,42
26jan2015,1,2015,17.200001,22.6,30.799999,13.599998,17.299999,38,75,1.3,14.5,918.40002,20.6,17,19,,36
25jan2015,1,2015,17.5,21.200001,29.4,11.9,16.9,43,78.400002,1.5,12.9,918.90002,18.799999,22,21,,43
27jan2015,1,2015,17.799999,21.799999,28.799999,11,17.700001,48,79.599998,1,10.9,919.40002,17.4,17,19,,36
24jan2015,1,2015,17.9,21.299999,28.6,10.700001,16.700001,47,76.5,1.8,10.9,919,1,16,13,,29
29jan2015,1,2015,18.4,24.700001,31.6,13.200001,17.4,37,66.300003,1.5,10.3,918.20001,.80000001,13,12,,25
18jan2015,1,2015,18.5,26.700001,32.900002,14.400002,12,23,41.799999,2.5,9.6000004,918.59998,0,21,22,,43
09jan2015,1,2015,19.6,24.6,30.5,10.9,12.3,28,47.599998,2.5,8.1000004,920.09998,0,19,19,,38
12jan2015,1,2015,19.700001,26.799999,33.299999,13.599998,11.9,23,41.099998,2.4000001,9.6000004,919.20001,0,18,23,,41
08jan2015,1,2015,19.700001,24.299999,30.4,10.699999,13.5,30,53.599998,3,9.3000002,920,0,23,14,,37
07jan2015,1,2015,19.9,23.799999,28,8.1000004,14.9,44,58.099998,3,10.1,920.40002,0,20,15,,35
20jan2015,1,2015,19.9,26.4,32.700001,12.800001,12.2,25,43,2.2,9.6000004,917.40002,0,18,21,,39
22jan2015,1,2015,20,26.799999,33.200001,13.200001,14,28,46.900002,2.2,8,916.90002,1.2,18,17,,35
15jan2015,1,2015,20.1,25.1,30.1,10,13.7,33,50,2.5999999,9.3000002,919.59998,0,20,19,,39
11jan2015,1,2015,20.1,26.5,32.599998,12.499998,13.1,22,45.799999,2.4000001,8.1999998,919.09998,0,23,20,,43
03jan2015,1,2015,20.200001,26.700001,33.5,13.299999,17.799999,38,59.5,1.9,8.5,917.29999,.2,21,18,,39
17jan2015,1,2015,20.4,26,32.099998,11.699999,12.3,27,44.299999,2.2,9.1999998,918.79999,0,13,24,,37
06jan2015,1,2015,20.5,25,29.5,9,15.6,41,57,2.7,8.3999996,920.5,0,20,21,,41
02jan2015,1,2015,20.6,26.200001,32.900002,12.300001,18.700001,38,65.099998,1.2,8.1000004,917.29999,1.4,18,23,,41
10jan2015,1,2015,20.6,26,32.599998,11.999998,14.4,33,50.599998,2.4000001,7.4000001,919.5,0,22,18,,40
31jan2015,1,2015,20.700001,26.299999,32.299999,11.599998,17.700001,39,60.299999,2.0999999,9,918.40002,0,19,25,,44
05jan2015,1,2015,20.799999,25.5,30.799999,10,16.4,36,58.299999,2.7,8.1000004,919.40002,0,17,26,,43
16jan2015,1,2015,20.9,25.9,32.400002,11.500002,13.4,29,47.200001,2.3,9,919.59998,0,18,28,,46
21jan2015,1,2015,20.9,26.6,35.099998,14.199999,13.2,25,45,1.9,12.7,916.5,0,30,28,,58
19jan2015,1,2015,21.200001,26.9,32.599998,11.399998,12.8,29,42.900002,2.7,9.6000004,918.70001,0,18,17,,35
23jan2015,1,2015,21.200001,24.9,31,9.7999992,15.2,34,56,2.5999999,8.6000004,918.29999,0,20,23,,43
30jan2015,1,2015,21.299999,26.200001,32.599998,11.299999,17.6,37,60.700001,1.3,7.1999998,917.59998,0,18,21,,39
13jan2015,1,2015,21.4,27.299999,33.900002,12.500002,14.3,27,46.799999,2.5,8.3999996,918.59998,0,17,20,,37
14jan2015,1,2015,21.799999,26.6,32.5,10.700001,14,32,46.900002,2.8,10.7,918.79999,0,18,21,,39
04jan2015,1,2015,22.200001,25.6,30.6,8.3999996,17.799999,43,62.799999,1.5,7.4000001,919,.60000002,28,34,,62
01jan2015,1,2015,22.6,25.700001,33.900002,11.300001,17.9,32,63.799999,1.9,11.8,917.79999,0,28,26,,54
17feb2015,2,2015,17,23,29.5,12.5,17.799999,48,73.5,1.7,9,917.59998,50.200001,29,24,,53
07feb2015,2,2015,17.5,19.700001,25.9,8.3999996,17.9,62,89.5,1.6,8.8999996,914.70001,7,8,21,,29
04feb2015,2,2015,17.6,22.700001,29.1,11.5,17.4,48,73.800003,1.5,12.6,915.79999,19.4,24,15,,39
28feb2015,2,2015,17.9,22.5,30.200001,12.300001,17.9,39,77,1.3,9.1000004,916.29999,.2,21,17,,38
19feb2015,2,2015,18.200001,21.5,28,9.7999992,18.1,55,82,1.1,9.3999996,917.70001,25,17,18,,35
22feb2015,2,2015,18.4,23.9,28.9,10.5,15,35,58.900002,2.4000001,9.8999996,920.59998,0,10,20,,30
06feb2015,2,2015,18.6,19.700001,21.9,3.2999992,18.200001,83,91.099998,1.6,7.4000001,914.09998,58.400002,22,25,,47
05feb2015,2,2015,18.700001,20.799999,26.5,7.7999992,18.1,60,85.5,1.6,13.4,914.79999,27,20,22,,42
20feb2015,2,2015,18.799999,23.4,29.200001,10.400002,16.9,40,69,1.6,6,918.90002,30.200001,20,17,,37
08feb2015,2,2015,18.9,19.799999,21.299999,2.3999996,18.6,90,93,1.6,11.8,917.09998,22.4,24,33,,57
21feb2015,2,2015,18.9,23.799999,28.700001,9.8000011,15.3,40,60.200001,2.3,8.6000004,920.59998,0,21,23,,44
09feb2015,2,2015,19,20.9,25,6,19,70,88.800003,1.3,8,918.40002,67.199997,20,27,,47
27feb2015,2,2015,19,22.6,27.799999,8.7999992,18.299999,56,77.099998,1.6,7.5999999,916,.60000002,17,22,,39
10feb2015,2,2015,19.5,24,30.9,11.4,18.200001,43,72.400002,1.8,8.6999998,918.90002,7,12,19,1,32
26feb2015,2,2015,19.5,24.4,31.200001,11.700001,17.799999,38,69.699997,1.1,7.0999999,918,19.200001,19,21,,40
23feb2015,2,2015,19.9,24.6,29.799999,9.8999996,15.7,37,59,2.5999999,8.8000002,920.20001,0,17,26,,43
24feb2015,2,2015,20,23.700001,28.799999,8.7999992,16.299999,43,64.5,2.8,8.8999996,920.59998,0,20,25,,45
25feb2015,2,2015,20.1,23.799999,29.9,9.7999992,16.9,43,66.300003,2,8.5,920.90002,0,19,15,,34
12feb2015,2,2015,20.299999,25.6,31.799999,11.5,16,27,57.900002,1.7,6.5999999,920.79999,0,15,22,,37
11feb2015,2,2015,20.4,24.4,29.6,9.2000008,17.1,46,64.400002,2.0999999,6.9000001,920.40002,0,12,17,,29
16feb2015,2,2015,20.5,23.700001,30.700001,10.200001,17,41,67.800003,1.9,14.4,918,4.8000002,20,19,,39
18feb2015,2,2015,20.6,22.299999,26.799999,6.1999989,17.4,58,74.400002,2,15.6,917.29999,6.5999999,17,16,,33
03feb2015,2,2015,20.6,24.6,30.700001,10.1,15.9,37,59.099998,2.4000001,9.1000004,917.40002,0,27,16,,43
13feb2015,2,2015,20.6,26.200001,32,11.4,15.6,28,54.299999,1.7,8,920.29999,0,20,19,,39
14feb2015,2,2015,21.1,26.5,32.5,11.4,15.9,31,54.299999,1.7,6.8000002,918.70001,0,20,23,,43
01feb2015,2,2015,21.299999,25.799999,31.200001,9.9000015,16.5,36,58,2.7,8.6999998,919.09998,0,27,26,,53
15feb2015,2,2015,21.299999,25.299999,31.4,10.1,16.700001,33,59.900002,2,7.5,917.70001,0,32,16,,48
02feb2015,2,2015,21.700001,26,31.4,9.6999989,15.5,34,53.200001,2.4000001,8.5,918.40002,0,22,25,,47
22mar2015,3,2015,17.9,21.299999,26.9,9,17.799999,60,81.300003,1.4,10,916.79999,3,16,19,,35
26mar2015,3,2015,18.1,23.5,29.1,11,16.4,37,66.300003,1.5,5.9000001,918.70001,0,11,25,,36
11mar2015,3,2015,18.200001,23,29.6,11.4,18.200001,52,75.800003,1.4,12.4,916.29999,14.2,15,32,,47
21mar2015,3,2015,18.4,21,25.700001,7.3000011,17.700001,58,82,1.1,6.1999998,916.5,12,12,12,,24
10mar2015,3,2015,18.6,21.4,25.6,7,18.299999,64,83.199997,1.5,8.8000002,917.09998,46.400002,16,27,,43
14mar2015,3,2015,18.6,23.9,30.6,12,17.5,34,69.099998,1.6,10.5,917.09998,0,24,17,,41
12mar2015,3,2015,18.6,22.1,27.799999,9.1999989,18.4,60,80.5,2,16.700001,917.20001,47.400002,23,21,,44
06mar2015,3,2015,18.6,23.299999,30.5,11.9,17.200001,35,70.800003,1.6,9.5,917.70001,2.8,8,20,,28
15mar2015,3,2015,18.700001,23.4,27.700001,9,17.5,52,70.300003,1.6,6.8000002,917.79999,0,18,21,,39
19mar2015,3,2015,18.799999,23.200001,28.4,9.6000004,14.1,35,57.700001,2.3,9.5,918.70001,0,13,23,,36
03mar2015,3,2015,18.799999,23.6,29.5,10.700001,16.799999,44,66.800003,2.4000001,8.1999998,918.79999,0,18,16,,34
27mar2015,3,2015,18.799999,24.299999,30.200001,11.400002,16.700001,41,64.099998,1.3,6.1999998,919.5,0,22,22,,44
