data;hora;temperatura_maxima
21/08/2024;500;20
21/08/2024;600;18.3
21/08/2024;700;17.3
21/08/2024;800;16.8
21/08/2024;900;16.4
21/08/2024;1000;16.1
21/08/2024;1100;20.5
21/08/2024;1200;24.9
21/08/2024;1300;27.5
21/08/2024;1400;28.3
21/08/2024;1500;30.3
21/08/2024;1600;31.7
21/08/2024;1700;31.8
21/08/2024;1800;31.5
21/08/2024;1900;31.1
21/08/2024;2000;29.8
21/08/2024;2100;28.1
21/08/2024;2200;26.4
21/08/2024;2300;25.2
22/08/2024;0;23.9
22/08/2024;100;22.8
22/08/2024;200;22
22/08/2024;300;21.3
22/08/2024;400;20.7
22/08/2024;500;20
22/08/2024;600;19.2
22/08/2024;700;18.7
22/08/2024;800;18.4
22/08/2024;900;17.9
22/08/2024;1000;17.7
22/08/2024;1100;19.6
22/08/2024;1200;22
22/08/2024;1300;24.2
22/08/2024;1400;25.7
22/08/2024;1500;26.7
22/08/2024;1600;28
22/08/2024;1700;28.7
22/08/2024;1800;28.7
22/08/2024;1900;28.6
22/08/2024;2000;28.2
22/08/2024;2100;26.5
22/08/2024;2200;24.3
22/08/2024;2300;23.6
23/08/2024;0;22.8
23/08/2024;100;22.1
23/08/2024;200;21
23/08/2024;300;20.6
23/08/2024;400;20.2
23/08/2024;500;19.5
23/08/2024;600;18.5
23/08/2024;700;18
23/08/2024;800;17.9
23/08/2024;900;18.3
23/08/2024;1000;18.5
23/08/2024;1100;20.6
23/08/2024;1200;23.3
23/08/2024;1300;25.5
23/08/2024;1400;27.8
23/08/2024;1500;29.5
23/08/2024;1600;31.1
23/08/2024;1700;32.1
23/08/2024;1800;32.6
23/08/2024;1900;32.8
23/08/2024;2000;31.3
23/08/2024;2100;29.1
23/08/2024;2200;27.1
23/08/2024;2300;25.1
24/08/2024;0;24.5
24/08/2024;100;23.8
24/08/2024;200;23.2
24/08/2024;300;22.1
24/08/2024;400;21.6
24/08/2024;500;20.6
24/08/2024;600;20.7
24/08/2024;700;20.4
24/08/2024;800;19.3
24/08/2024;900;19.1
24/08/2024;1000;19.5
24/08/2024;1100;20.8
24/08/2024;1200;23.2
24/08/2024;1300;26
24/08/2024;1400;27.5
24/08/2024;1500;28.7
24/08/2024;1600;30.5
24/08/2024;1700;31.1
24/08/2024;1800;31.4
24/08/2024;1900;31
24/08/2024;2000;30.3
24/08/2024;2100;28.5
24/08/2024;2200;27
24/08/2024;2300;26.2
25/08/2024;0;24.4
25/08/2024;100;24.1
25/08/2024;200;22.9
25/08/2024;300;21.6
25/08/2024;400;21.2
25/08/2024;500;21.2
25/08/2024;600;22.3
25/08/2024;700;21.3
25/08/2024;800;19.7
25/08/2024;900;19
25/08/2024;1000;19.7
25/08/2024;1100;20.9
25/08/2024;1200;23.6
25/08/2024;1300;25.6
25/08/2024;1400;27.3
25/08/2024;1500;28.7
25/08/2024;1600;30.2
25/08/2024;1700;30.5
25/08/2024;1800;31.1
25/08/2024;1900;31.3
25/08/2024;2000;29.7
25/08/2024;2100;27.7
25/08/2024;2200;26.3
25/08/2024;2300;25.5
26/08/2024;0;24.6
26/08/2024;100;23.5
26/08/2024;200;22.5
26/08/2024;300;21.9
26/08/2024;400;21.7
26/08/2024;500;21
26/08/2024;600;20.6
26/08/2024;700;20.3
26/08/2024;800;19.8
26/08/2024;900;19.4
26/08/2024;1000;18.9
26/08/2024;1100;20
26/08/2024;1200;22.1
26/08/2024;1300;23.3
26/08/2024;1400;25
26/08/2024;1500;25.4
26/08/2024;1600;26.9
26/08/2024;1700;27.3
26/08/2024;1800;27.2
26/08/2024;1900;26
26/08/2024;2000;25.4
26/08/2024;2100;23.6
26/08/2024;2200;22.6
26/08/2024;2300;21.7
27/08/2024;0;20.4
27/08/2024;100;19.2
27/08/2024;200;18.7
27/08/2024;300;18.6
27/08/2024;400;18.2
27/08/2024;500;17.3
27/08/2024;600;16.3
27/08/2024;700;16.2
27/08/2024;800;16.1
27/08/2024;900;16
27/08/2024;1000;15.8
27/08/2024;1100;16.7
27/08/2024;1200;18.5
27/08/2024;1300;20.6
27/08/2024;1400;23
27/08/2024;1500;24.2
27/08/2024;1600;26.1
27/08/2024;1700;26.6
27/08/2024;1800;26.5
27/08/2024;1900;25.9
27/08/2024;2000;24.3
27/08/2024;2100;22.3
27/08/2024;2200;19.9
27/08/2024;2300;18.1
28/08/2024;0;17.7
28/08/2024;100;17.2
28/08/2024;200;17.1
28/08/2024;300;17
28/08/2024;400;16.8
28/08/2024;500;16.5
28/08/2024;600;16.2
28/08/2024;700;16.1
28/08/2024;800;16.1
28/08/2024;900;15.9
28/08/2024;1000;15.8
28/08/2024;1100;17.7
28/08/2024;1200;20
28/08/2024;1300;23.3
28/08/2024;1400;24.2
28/08/2024;1500;26
28/08/2024;1600;26.9
28/08/2024;1700;27.9
28/08/2024;1800;28
28/08/2024;1900;28
28/08/2024;2000;26.8
28/08/2024;2100;25.3
28/08/2024;2200;23.2
28/08/2024;2300;22.2
29/08/2024;0;20.9
29/08/2024;100;19.7
29/08/2024;200;18.9
29/08/2024;300;18.5
29/08/2024;400;17.8
29/08/2024;500;17.5
29/08/2024;600;17.3
29/08/2024;700;17.1
29/08/2024;800;16.2
29/08/2024;900;16
29/08/2024;1000;15.6
29/08/2024;1100;17.6
29/08/2024;1200;18.5
29/08/2024;1300;20.4
29/08/2024;1400;21.1
29/08/2024;1500;24.7
29/08/2024;1600;25.6
29/08/2024;1700;26.5
29/08/2024;1800;27.1
29/08/2024;1900;26.6
29/08/2024;2000;25.9
29/08/2024;2100;24
29/08/2024;2200;22.4
29/08/2024;2300;21.6
30/08/2024;0;20.6
30/08/2024;100;19.3
30/08/2024;200;18.6
30/08/2024;300;18
30/08/2024;400;17.6
30/08/2024;500;17.1
30/08/2024;600;16.7
30/08/2024;700;16.2
30/08/2024;800;15.4
30/08/2024;900;14.9
30/08/2024;1000;15.2
30/08/2024;1100;18.1
30/08/2024;1200;20.5
30/08/2024;1300;21.9
30/08/2024;1400;24.2
30/08/2024;1500;26.2
30/08/2024;1600;28.3
30/08/2024;1700;28.9
30/08/2024;1800;29.5
30/08/2024;1900;29.1
30/08/2024;2000;28.7
30/08/2024;2100;26.7
30/08/2024;2200;24.4
30/08/2024;2300;23.3
31/08/2024;0;22.2
31/08/2024;100;21.5
31/08/2024;200;20.5
31/08/2024;300;19.5
31/08/2024;400;18.9
31/08/2024;500;18.5
31/08/2024;600;18.2
31/08/2024;700;17.6
31/08/2024;800;17.1
31/08/2024;900;16.8
31/08/2024;1000;17.1
31/08/2024;1100;20.4
31/08/2024;1200;23.6
31/08/2024;1300;25.9
31/08/2024;1400;28.3
31/08/2024;1500;29.8
31/08/2024;1600;31.3
31/08/2024;1700;31.8
31/08/2024;1800;31.6
31/08/2024;1900;31.5
31/08/2024;2000;30.5
31/08/2024;2100;28.4
31/08/2024;2200;25.8
31/08/2024;2300;25.2
01/09/2024;0;24.3
01/09/2024;100;22.9
01/09/2024;200;22.3
01/09/2024;300;21.6
01/09/2024;400;20.8
01/09/2024;500;20
01/09/2024;600;19.5
01/09/2024;700;18.9
01/09/2024;800;18.5
01/09/2024;900;18.4
01/09/2024;1000;17.5
01/09/2024;1100;21.6
01/09/2024;1200;24.6
01/09/2024;1300;26.4
01/09/2024;1400;28.1
01/09/2024;1500;30.2
01/09/2024;1600;30.5
01/09/2024;1700;31.1
01/09/2024;1800;31.9
01/09/2024;1900;31.6
01/09/2024;2000;31.6
01/09/2024;2100;30.2
01/09/2024;2200;26.5
01/09/2024;2300;25
02/09/2024;0;23.8
02/09/2024;100;22.5
02/09/2024;200;21.8
02/09/2024;300;21.1
02/09/2024;400;20.3
02/09/2024;500;19.6
02/09/2024;600;18.1
02/09/2024;700;17.8
02/09/2024;800;16.9
02/09/2024;900;16.4
02/09/2024;1000;16.7
02/09/2024;1100;21.8
02/09/2024;1200;24.3
02/09/2024;1300;26.8
02/09/2024;1400;29.5
02/09/2024;1500;31.5
02/09/2024;1600;33
02/09/2024;1700;33.4
02/09/2024;1800;33.1
02/09/2024;1900;33.2
02/09/2024;2000;32.4
02/09/2024;2100;31.1
02/09/2024;2200;28
02/09/2024;2300;26.7
03/09/2024;0;26.2
03/09/2024;100;24.6
03/09/2024;200;22.9
03/09/2024;300;22.7
03/09/2024;400;21.4
03/09/2024;500;20.2
03/09/2024;600;19.8
03/09/2024;700;19.8
03/09/2024;800;19.3
03/09/2024;900;18.8
03/09/2024;1000;17.5
03/09/2024;1100;20.4
03/09/2024;1200;24.9
03/09/2024;1300;28.6
03/09/2024;1400;31.3
03/09/2024;1500;33
03/09/2024;1600;34.6
03/09/2024;1700;35.4
03/09/2024;1800;34.9
03/09/2024;1900;34.2
03/09/2024;2000;33.7
03/09/2024;2100;31.4
03/09/2024;2200;30.3
03/09/2024;2300;28.3
04/09/2024;0;26.9
04/09/2024;100;26.1
04/09/2024;200;25.6
04/09/2024;300;24.3
04/09/2024;400;22.9
04/09/2024;500;21.1
04/09/2024;600;20.4
04/09/2024;700;19.8
04/09/2024;800;19
04/09/2024;900;18.7
04/09/2024;1000;18.4
04/09/2024;1100;21.4
04/09/2024;1200;25.6
04/09/2024;1300;29.6
04/09/2024;1400;31
04/09/2024;1500;32.7
04/09/2024;1600;33.9
04/09/2024;1700;35
04/09/2024;1800;34.8
04/09/2024;1900;34.2
04/09/2024;2000;32.1
04/09/2024;2100;30.5
04/09/2024;2200;29
04/09/2024;2300;27.7
05/09/2024;0;26.6
05/09/2024;100;26.1
05/09/2024;200;25.3
05/09/2024;300;24.7
05/09/2024;400;23.9
05/09/2024;500;23.4
05/09/2024;600;23
05/09/2024;700;22.6
05/09/2024;800;22.2
05/09/2024;900;22
05/09/2024;1000;21.3
05/09/2024;1100;23.3
05/09/2024;1200;25.8
05/09/2024;1300;27.8
05/09/2024;1400;30.2
05/09/2024;1500;31.6
05/09/2024;1600;33.6
05/09/2024;1700;34.4
05/09/2024;1800;34.5
05/09/2024;1900;34.4
05/09/2024;2000;33.5
05/09/2024;2100;32
05/09/2024;2200;30.1
05/09/2024;2300;28.5
06/09/2024;0;27.3
06/09/2024;100;26.8
06/09/2024;200;26.2
06/09/2024;300;25.4
06/09/2024;400;24.2
06/09/2024;500;23.6
06/09/2024;600;22.8
06/09/2024;700;22.6
06/09/2024;800;22.6
06/09/2024;900;22.8
06/09/2024;1000;23
06/09/2024;1100;24.6
06/09/2024;1200;26.3
06/09/2024;1300;27.6
06/09/2024;1400;29.9
06/09/2024;1500;31
06/09/2024;1600;32.2
06/09/2024;1700;32.5
06/09/2024;1800;32.4
06/09/2024;1900;32.4
06/09/2024;2000;31
06/09/2024;2100;29.3
06/09/2024;2200;27.6
06/09/2024;2300;26.6
07/09/2024;0;25.6
07/09/2024;100;25
07/09/2024;200;24.2
07/09/2024;300;23.4
07/09/2024;400;22.9
07/09/2024;500;22.3
07/09/2024;600;21.6
07/09/2024;700;21
07/09/2024;800;20.8
07/09/2024;900;20.2
07/09/2024;1000;19.9
07/09/2024;1100;21.5
07/09/2024;1200;23.4
07/09/2024;1300;26.1
07/09/2024;1400;27.1
07/09/2024;1500;28.4
07/09/2024;1600;30.2
07/09/2024;1700;31.4
07/09/2024;1800;31.9
07/09/2024;1900;31.6
07/09/2024;2000;30.8
07/09/2024;2100;28.6
07/09/2024;2200;26.5
07/09/2024;2300;25.1
08/09/2024;0;24.3
08/09/2024;100;23.6
08/09/2024;200;22.8
08/09/2024;300;22.1
08/09/2024;400;21.7
08/09/2024;500;21.8
08/09/2024;600;21.5
08/09/2024;700;21.1
08/09/2024;800;20.2
08/09/2024;900;19.7
08/09/2024;1000;19.7
08/09/2024;1100;21.3
08/09/2024;1200;23.5
08/09/2024;1300;26
08/09/2024;1400;28
08/09/2024;1500;30
08/09/2024;1600;31.3
08/09/2024;1700;31.8
08/09/2024;1800;32.2
08/09/2024;1900;31.9
08/09/2024;2000;31
08/09/2024;2100;29.2
08/09/2024;2200;26.6
08/09/2024;2300;25.4
09/09/2024;0;24.4
09/09/2024;100;23.4
09/09/2024;200;22.6
09/09/2024;300;21.9
09/09/2024;400;21.6
09/09/2024;500;20.9
09/09/2024;600;20.7
09/09/2024;700;20.6
09/09/2024;800;20.2
09/09/2024;900;19.7
09/09/2024;1000;19.7
09/09/2024;1100;22.3
09/09/2024;1200;24.5
09/09/2024;1300;26.3
09/09/2024;1400;28.1
09/09/2024;1500;29.8
09/09/2024;1600;30.4
09/09/2024;1700;31.6
09/09/2024;1800;31.2
09/09/2024;1900;30.8
09/09/2024;2000;29.5
09/09/2024;2100;27.1
09/09/2024;2200;25.5
09/09/2024;2300;24.4
10/09/2024;0;22.6
10/09/2024;100;22.1
10/09/2024;200;20.9
10/09/2024;300;20.4
10/09/2024;400;20
10/09/2024;500;19.4
10/09/2024;600;19.3
10/09/2024;700;19
10/09/2024;800;18.5
10/09/2024;900;18.2
10/09/2024;1000;18.7
10/09/2024;1100;21.2
10/09/2024;1200;23.9
10/09/2024;1300;25.6
10/09/2024;1400;27.4
10/09/2024;1500;29.2
10/09/2024;1600;31.1
10/09/2024;1700;31.4
10/09/2024;1800;31.8
10/09/2024;1900;31.7
10/09/2024;2000;30.4
10/09/2024;2100;29.1
10/09/2024;2200;26.8
10/09/2024;2300;25.7
11/09/2024;0;24.6
11/09/2024;100;23.2
11/09/2024;200;22.2
11/09/2024;300;21.6
11/09/2024;400;21.1
11/09/2024;500;20.6
11/09/2024;600;20.2
11/09/2024;700;19.8
11/09/2024;800;19.5
11/09/2024;900;19.3
11/09/2024;1000;19.8
11/09/2024;1100;21.4
11/09/2024;1200;24.4
11/09/2024;1300;26.7
11/09/2024;1400;28.7
11/09/2024;1500;30.8
11/09/2024;1600;31.8
11/09/2024;1700;33
11/09/2024;1800;33.2
11/09/2024;1900;32.2
11/09/2024;2000;31.2
11/09/2024;2100;29.1
11/09/2024;2200;27.6
11/09/2024;2300;25.5
12/09/2024;0;24.7
12/09/2024;100;22.9
12/09/2024;200;22.3
12/09/2024;300;21.9
12/09/2024;400;21.5
12/09/2024;500;21.1
12/09/2024;600;20.7
12/09/2024;700;20.2
12/09/2024;800;19.6
12/09/2024;900;19.5
12/09/2024;1000;19.2
12/09/2024;1100;21.8
12/09/2024;1200;24.2
12/09/2024;1300;26.1
12/09/2024;1400;28.1
12/09/2024;1500;29.5
12/09/2024;1600;30.4
12/09/2024;1700;31.7
12/09/2024;1800;32.2
12/09/2024;1900;31.3
12/09/2024;2000;30.6
12/09/2024;2100;28.8
12/09/2024;2200;26.9
12/09/2024;2300;25.2
13/09/2024;0;25.1
13/09/2024;100;23.2
13/09/2024;200;22.7
13/09/2024;300;22.2
13/09/2024;400;21.7
13/09/2024;500;21.3
13/09/2024;600;20.9
13/09/2024;700;20.3
13/09/2024;800;19.8
13/09/2024;900;19.6
13/09/2024;1000;19.7
13/09/2024;1100;22.6
13/09/2024;1200;24.6
13/09/2024;1300;26.8
13/09/2024;1400;28.4
13/09/2024;1500;29.4
13/09/2024;1600;30
13/09/2024;1700;30.9
13/09/2024;1800;30.7
13/09/2024;1900;30.4
13/09/2024;2000;29.7
13/09/2024;2100;27.5
13/09/2024;2200;25.6
13/09/2024;2300;23.9
14/09/2024;0;23
14/09/2024;100;22.9
14/09/2024;200;21.5
14/09/2024;300;21.2
14/09/2024;400;20.8
14/09/2024;500;20.3
14/09/2024;600;19.9
14/09/2024;700;19.4
14/09/2024;800;19.3
14/09/2024;900;19.1
14/09/2024;1000;19.4
14/09/2024;1100;21.8
14/09/2024;1200;24.4
14/09/2024;1300;26.4
14/09/2024;1400;29.3
14/09/2024;1500;30.3
14/09/2024;1600;31.7
14/09/2024;1700;31.9
14/09/2024;1800;31.9
14/09/2024;1900;31.5
14/09/2024;2000;30.6
14/09/2024;2100;28.9
14/09/2024;2200;26.7
14/09/2024;2300;26.3
15/09/2024;0;24.4
15/09/2024;100;24.4
15/09/2024;200;23.4
15/09/2024;300;22.4
15/09/2024;400;22.1
15/09/2024;500;21.7
15/09/2024;600;21.5
15/09/2024;700;21.1
15/09/2024;800;20.7
15/09/2024;900;20.6
15/09/2024;1000;20.9
15/09/2024;1100;22.5
15/09/2024;1200;25.4
15/09/2024;1300;27.6
15/09/2024;1400;29.2
15/09/2024;1500;30.8
15/09/2024;1600;31.2
15/09/2024;1700;31.8
15/09/2024;1800;31.3
15/09/2024;1900;30.6
15/09/2024;2000;29.6
15/09/2024;2100;27.8
15/09/2024;2200;26.2
15/09/2024;2300;25.2
16/09/2024;0;24.4
16/09/2024;100;23.5
16/09/2024;200;22.9
16/09/2024;300;22.1
16/09/2024;400;21.7
16/09/2024;500;21.7
16/09/2024;600;21
16/09/2024;700;20.8
16/09/2024;800;20.2
16/09/2024;900;19.5
16/09/2024;1000;19.7
16/09/2024;1100;22.2
16/09/2024;1200;24.7
16/09/2024;1300;27.1
16/09/2024;1400;29.4
16/09/2024;1500;30.7
16/09/2024;1600;32
16/09/2024;1700;32.1
16/09/2024;1800;32.3
16/09/2024;1900;32.2
16/09/2024;2000;31.6
16/09/2024;2100;30.2
16/09/2024;2200;28.5
16/09/2024;2300;28.1
17/09/2024;0;26.7
17/09/2024;100;26.6
17/09/2024;200;25.7
17/09/2024;300;24.5
17/09/2024;400;23.9
17/09/2024;500;23.9
17/09/2024;600;23.9
17/09/2024;700;23.2
17/09/2024;800;22.5
17/09/2024;900;21.5
17/09/2024;1000;21.2
17/09/2024;1100;22.7
17/09/2024;1200;24.7
17/09/2024;1300;26.9
17/09/2024;1400;28
17/09/2024;1500;29.8
17/09/2024;1600;31.3
17/09/2024;1700;31.3
17/09/2024;1800;30.2
17/09/2024;1900;29.1
17/09/2024;2000;28.7
17/09/2024;2100;25.8
17/09/2024;2200;24.1
17/09/2024;2300;22.8
18/09/2024;0;21.5
18/09/2024;100;20.4
18/09/2024;200;19.8
18/09/2024;300;19.6
18/09/2024;400;19.2
18/09/2024;500;19
18/09/2024;600;18.7
18/09/2024;700;18.5
18/09/2024;800;18.6
18/09/2024;900;18.3
18/09/2024;1000;18.7
18/09/2024;1100;19.8
18/09/2024;1200;22.4
18/09/2024;1300;24.2
18/09/2024;1400;26.7
18/09/2024;1500;27.5
18/09/2024;1600;28.4
18/09/2024;1700;29.6
18/09/2024;1800;29.9
18/09/2024;1900;28.4
18/09/2024;2000;28.3
18/09/2024;2100;26.5
18/09/2024;2200;24.7
18/09/2024;2300;23.6
19/09/2024;0;22.9
19/09/2024;100;22.3
19/09/2024;200;21.8
19/09/2024;300;21.2
19/09/2024;400;20.3
19/09/2024;500;19.5
19/09/2024;600;19.2
19/09/2024;700;18.7
19/09/2024;800;18.3
19/09/2024;900;18
19/09/2024;1000;18.5
19/09/2024;1100;20.9
19/09/2024;1200;22.8
19/09/2024;1300;24.6
19/09/2024;1400;26.9
19/09/2024;1500;29
19/09/2024;1600;30
19/09/2024;1700;30.4
19/09/2024;1800;30.3
19/09/2024;1900;30
19/09/2024;2000;29.1
19/09/2024;2100;28.2
19/09/2024;2200;26
19/09/2024;2300;25.4
20/09/2024;0;24.4
20/09/2024;100;23.4
20/09/2024;200;22.3
20/09/2024;300;21.7
20/09/2024;400;21.2
20/09/2024;500;20.8
20/09/2024;600;20.6
20/09/2024;700;20.5
20/09/2024;800;20.3
20/09/2024;900;19.8
20/09/2024;1000;19.5
20/09/2024;1100;21
20/09/2024;1200;23.5
20/09/2024;1300;26
20/09/2024;1400;27.7
20/09/2024;1500;28.7
20/09/2024;1600;30.4
20/09/2024;1700;30.9
20/09/2024;1800;31.7
20/09/2024;1900;31.1
20/09/2024;2000;30.1
20/09/2024;2100;28.2
20/09/2024;2200;26.2
20/09/2024;2300;25.1
21/09/2024;0;24.2
21/09/2024;100;23.1
21/09/2024;200;22.6
21/09/2024;300;22
21/09/2024;400;21.6
21/09/2024;500;21.2
21/09/2024;600;21
21/09/2024;700;20.7
21/09/2024;800;20.5
21/09/2024;900;20.3
21/09/2024;1000;21.4
21/09/2024;1100;23.5
21/09/2024;1200;25.9
21/09/2024;1300;28.5
21/09/2024;1400;30.7
21/09/2024;1500;32.1
21/09/2024;1600;32.9
21/09/2024;1700;33.6
21/09/2024;1800;33.8
21/09/2024;1900;33.7
21/09/2024;2000;32.5
21/09/2024;2100;30.6
21/09/2024;2200;28.3
21/09/2024;2300;28
22/09/2024;0;26.8
22/09/2024;100;25.6
22/09/2024;200;25.1
22/09/2024;300;24.8
22/09/2024;400;23.8
22/09/2024;500;23.4
22/09/2024;600;22.8
22/09/2024;700;21.8
22/09/2024;800;21.6
22/09/2024;900;21.6
22/09/2024;1000;21.4
22/09/2024;1100;21.3
22/09/2024;1200;23.4
22/09/2024;1300;26.3
22/09/2024;1400;28.1
22/09/2024;1500;29.2
22/09/2024;1600;30.6
22/09/2024;1700;31.6
22/09/2024;1800;31.5
22/09/2024;1900;31.4
22/09/2024;2000;30.5
22/09/2024;2100;28.4
22/09/2024;2200;26.9
22/09/2024;2300;26.2
23/09/2024;0;25.6
23/09/2024;100;24.5
23/09/2024;200;23.9
23/09/2024;300;23.2
23/09/2024;400;22.7
23/09/2024;500;22.2
23/09/2024;600;22
23/09/2024;700;21.8
23/09/2024;800;21.6
23/09/2024;900;21.4
23/09/2024;1000;21.7
23/09/2024;1100;23.3
23/09/2024;1200;26.1
23/09/2024;1300;28.2
23/09/2024;1400;30.2
23/09/2024;1500;31.4
23/09/2024;1600;33.2
23/09/2024;1700;33.2
23/09/2024;1800;32.9
23/09/2024;1900;31.3
23/09/2024;2000;30.4
23/09/2024;2100;29.3
23/09/2024;2200;28.4
23/09/2024;2300;27
24/09/2024;0;26.2
24/09/2024;100;24.7
24/09/2024;200;23.6
24/09/2024;300;23.4
24/09/2024;400;22.8
24/09/2024;500;22.2
24/09/2024;600;21.7
24/09/2024;700;21.5
24/09/2024;800;20.9
24/09/2024;900;20.7
24/09/2024;1000;20.7
24/09/2024;1100;22.8
24/09/2024;1200;25
24/09/2024;1300;27.6
24/09/2024;1400;29.6
24/09/2024;1500;31
24/09/2024;1600;33.1
24/09/2024;1700;33.2
24/09/2024;1800;33.3
24/09/2024;1900;33.2
24/09/2024;2000;31.6
24/09/2024;2100;30.1
24/09/2024;2200;28.6
24/09/2024;2300;27.3
25/09/2024;0;26.1
25/09/2024;100;24.6
25/09/2024;200;23.5
25/09/2024;300;22.7
25/09/2024;400;22.4
25/09/2024;500;21.8
25/09/2024;600;21.4
25/09/2024;700;21
25/09/2024;800;20.5
25/09/2024;900;19.9
25/09/2024;1000;20.6
25/09/2024;1100;22.4
25/09/2024;1200;24.7
25/09/2024;1300;27.4
25/09/2024;1400;29.3
25/09/2024;1500;30.7
25/09/2024;1600;31.6
25/09/2024;1700;32.6
25/09/2024;1800;32.6
25/09/2024;1900;32.7
25/09/2024;2000;32
25/09/2024;2100;30.1
25/09/2024;2200;28.3
25/09/2024;2300;26.9
26/09/2024;0;25.7
26/09/2024;100;24.6
26/09/2024;200;23.5
26/09/2024;300;23
26/09/2024;400;22.5
26/09/2024;500;22.2
26/09/2024;600;21.7
26/09/2024;700;21.3
26/09/2024;800;20.5
26/09/2024;900;19.9
26/09/2024;1000;20.5
26/09/2024;1100;22.5
26/09/2024;1200;24.8
26/09/2024;1300;26.5
26/09/2024;1400;27.8
26/09/2024;1500;29.4
26/09/2024;1600;30.7
26/09/2024;1700;31.8
26/09/2024;1800;32.6
26/09/2024;1900;32.4
26/09/2024;2000;31.4
26/09/2024;2100;30
26/09/2024;2200;28
26/09/2024;2300;26.9
27/09/2024;0;25.9
27/09/2024;100;24.6
27/09/2024;200;23.8
27/09/2024;300;23.3
27/09/2024;400;22.6
27/09/2024;500;22.4
27/09/2024;600;21.4
27/09/2024;700;21
27/09/2024;800;20.6
27/09/2024;900;20.2
27/09/2024;1000;21.9
27/09/2024;1100;23.9
27/09/2024;1200;26.7
27/09/2024;1300;28.4
27/09/2024;1400;31
27/09/2024;1500;32.4
27/09/2024;1600;34
27/09/2024;1700;35
27/09/2024;1800;34.9
27/09/2024;1900;34.7
27/09/2024;2000;33.8
27/09/2024;2100;32.2
27/09/2024;2200;30
27/09/2024;2300;29.7
28/09/2024;0;28.1
28/09/2024;100;27.5
28/09/2024;200;26.8
28/09/2024;300;25.8
28/09/2024;400;25
28/09/2024;500;24.4
28/09/2024;600;24.1
28/09/2024;700;24.1
28/09/2024;800;24
28/09/2024;900;24.1
28/09/2024;1000;24.2
28/09/2024;1100;25.4
28/09/2024;1200;27
28/09/2024;1300;28.9
28/09/2024;1400;31.2
28/09/2024;1500;32.5
28/09/2024;1600;33.6
28/09/2024;1700;33.9
28/09/2024;1800;34.4
28/09/2024;1900;33.8
28/09/2024;2000;32.9
28/09/2024;2100;30.4
28/09/2024;2200;28.6
28/09/2024;2300;27.2
29/09/2024;0;26.3
29/09/2024;100;25.6
29/09/2024;200;25.1
29/09/2024;300;24.2
29/09/2024;400;23.9
29/09/2024;500;23.1
29/09/2024;600;22.4
29/09/2024;700;21.8
29/09/2024;800;21.3
29/09/2024;900;21.2
29/09/2024;1000;21.5
29/09/2024;1100;22.2
29/09/2024;1200;22.3
29/09/2024;1300;23.1
29/09/2024;1400;27.1
29/09/2024;1500;27.9
29/09/2024;1600;27.9
29/09/2024;1700;29
29/09/2024;1800;29.5
29/09/2024;1900;29.2
29/09/2024;2000;28.7
29/09/2024;2100;27.1
29/09/2024;2200;25.3
29/09/2024;2300;24.2
30/09/2024;0;23.7
30/09/2024;100;22.9
30/09/2024;200;22.3
30/09/2024;300;21.6
30/09/2024;400;21.2
30/09/2024;500;20.5
30/09/2024;600;20.3
30/09/2024;700;19.8
30/09/2024;800;20
30/09/2024;900;20
30/09/2024;1000;21.1
30/09/2024;1100;23.2
30/09/2024;1200;25
30/09/2024;1300;27.2
30/09/2024;1400;28.5
30/09/2024;1500;30
30/09/2024;1600;30.9
30/09/2024;1700;31.9
30/09/2024;1800;31.8
30/09/2024;1900;31.1
30/09/2024;2000;30.3
30/09/2024;2100;28.3
30/09/2024;2200;26.5
30/09/2024;2300;25.1
01/10/2024;0;24.1
01/10/2024;100;23.2
01/10/2024;200;22.5
01/10/2024;300;22
01/10/2024;400;21.4
01/10/2024;500;21
01/10/2024;600;20.4
01/10/2024;700;19.9
01/10/2024;800;19.6
01/10/2024;900;19.3
01/10/2024;1000;20.8
01/10/2024;1100;23.3
01/10/2024;1200;25.3
01/10/2024;1300;27.4
01/10/2024;1400;29.3
01/10/2024;1500;30.9
01/10/2024;1600;31.5
01/10/2024;1700;32.7
01/10/2024;1800;32.9
01/10/2024;1900;31.8
01/10/2024;2000;31.6
01/10/2024;2100;29.7
01/10/2024;2200;27.8
01/10/2024;2300;26.3
02/10/2024;0;25
02/10/2024;100;24.1
02/10/2024;200;23.4
02/10/2024;300;22.5
02/10/2024;400;22.2
02/10/2024;500;22
02/10/2024;600;21.6
02/10/2024;700;21.4
02/10/2024;800;21.2
02/10/2024;900;20.7
02/10/2024;1000;21.9
02/10/2024;1100;24.3
02/10/2024;1200;26.8
02/10/2024;1300;28.8
02/10/2024;1400;30.9
02/10/2024;1500;32.3
02/10/2024;1600;34.3
02/10/2024;1700;34.4
02/10/2024;1800;34.7
02/10/2024;1900;34.8
02/10/2024;2000;34.1
02/10/2024;2100;32.2
02/10/2024;2200;30
02/10/2024;2300;29.4
03/10/2024;0;28.1
03/10/2024;100;26.9
03/10/2024;200;25.9
03/10/2024;300;25.2
03/10/2024;400;24.6
03/10/2024;500;23.9
03/10/2024;600;23.6
03/10/2024;700;23.7
03/10/2024;800;23.6
03/10/2024;900;22.8
03/10/2024;1000;24.3
03/10/2024;1100;26.8
03/10/2024;1200;28.6
03/10/2024;1300;30.5
03/10/2024;1400;33.1
03/10/2024;1500;34.8
